Company ID,Stock Code,Company Name,Industry,Propensity Score,Address,Website,LinkedIn,Annual Revenue (HKD),Marketing Budget Est.,Social Media Followers,Engagement Rate,Market Cap Bn,Company Size,Contact Person,Email,Phone
125,0688.HK,China Overseas Land &amp; Investment,Real Estate,75.0,"26/F, China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong",www.coli.com.hk,linkedin.com/company/china-overseas-land-&-investment,$225B,$800M,20K,N/A,147.32,30000.0,Investor Relations Department,ir@coli.com.hk,85228238888
126,1972.HK,Swire Properties,Real Estate,75.0,"33/F, One Pacific Place, 88 Queensway, Hong Kong",www.swireproperties.com,linkedin.com/company/swire-properties,$13.9B,$250M,0.12M,1.50%,146.59,4900.0,Corporate Communications Department,media@swireproperties.com,85228443888
127,0003.HK,Hong Kong and China Gas,Utilities,70.0,"33/F, Two IFC, 8 Finance Street, Central, Hong Kong",www.towngas.com,linkedin.com/company/the-hong-kong-and-china-gas-company-limited/,$67.0B,$400M,150K,1.50%,140.7,10000.0,Corporate Communications Department,info@towngas.com,85228806988
128,H78.SI,Hongkong Land,Real Estate,75.0,"Jardine House, 33-35 Connaught Road Central, Hong Kong",www.hkland.com,linkedin.com/company/hongkong-land-limited,$15.8B,$200M,37K,1.50%,137.35,2500.0,Corporate Communications,contact.enquiries@hkland.com,85228428428
129,0006.HK,Power Assets,Utilities,65.0,"12/F, Citibank Tower, Citibank Plaza, 3 Garden Road, Central, Hong Kong",www.powerassets.com,linkedin.com/company/power-assets-holdings-ltd,$30.07B,$150M,15K,1.50%,134.58,9500.0,Corporate Communications Department,info@powerassets.com,85228433888
130,0288.HK,WH Group,Food & Beverage,70.0,"Unit 1205, 12/F, Dah Sing Financial Centre, 248 Queen's Road East, Wanchai, Hong Kong",www.wh-group.com,linkedin.com/company/wh-group,$220B,$1.5B,70K,1.50%,122.79,105000.0,Investor Relations Department,ir@wh-group.com,85228498048
131,0992.HK,Lenovo,Technology,88.0,"23/F, Lincoln House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",www.lenovo.com,linkedin.com/company/lenovo,$484B,$1.5B,9.0M,1.20%,114.49,77000.0,Global Marketing & Brand Team,press@lenovo.com,85225164888
132,0083.HK,Sino Land,Real Estate,70.0,"12/F, Tsim Sha Tsui Centre, 66 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong",www.sino.com,linkedin.com/company/sino-group,$18.86B,$450M,30K,1.00%,110.21,10000.0,Corporate Communications Department,enquiry@sino.com,85227218328
133,0316.HK,Orient Overseas Container Line,Shipping & Logistics,55.0,"33/F, Harbour Centre, 25 Harbour Road, Wanchai, Hong Kong",www.oocl.com,linkedin.com/company/oocl,$65.05B,$130M,200K,1.50%,104.14,12000.0,Corporate Communications Department,info@oocl.com,85228333888
134,0823.HK,Link REIT,Real Estate Investment Trust,80.0,"Level 37, The Center, 99 Queen's Road Central, Hong Kong",www.linkreit.com,linkedin.com/company/link-reit,$12.5B,$120M,110K,2.00%,99.07,1500.0,Corporate Communications,media@linkreit.com,85221220188
135,1876.HK,Budweiser APAC,Beverage (Alcoholic),90.0,"Suite 3101, 31st Floor, The Centrium, 60 Wyndham Street, Central, Hong Kong",www.budweiserapac.com,linkedin.com/company/budweiserapac/,$53.4B,$5.3B,1.5M,2.50%,98.61,26000.0,Investor Relations Department,investors@budweiserapac.com,+85228210422
136,RGC,Regencell Bioscience,Biotechnology,25.0,"Units 1601-02, 16/F, Two Harbourfront, 22 Tak Fung Street, Hung Hom, Kowloon, Hong Kong",www.regencellbioscience.com,linkedin.com/company/regencell-bioscience-holdings-limited,$0,$50K,300,0.80%,98.41,15.0,Investor Relations Department,ir@regencellbioscience.com,85221550600
137,0836.HK,China Resources Power Holdings,Utilities,40.0,"China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",www.crpower.com.hk,linkedin.com/company/china-resources-power,$114.8B,$10M,15K,0.50%,96.35,38000.0,Corporate Communications Department,investorrelations@crpower.com.hk,85228772368
138,6823.HK,Hong Kong Telecom,Telecommunications,90.0,"39/F, PCCW Tower, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",www.hkt.com,linkedin.com/company/hkt,$30.5B,$1.2B,350K,1.00%,93.09,13500.0,Group Corporate Communications,corporatecomms@pccw.com,85228882888
139,1308.HK,SITC International,Shipping and Logistics,65.0,"17th Floor, Cosco Tower, 183 Queen's Road Central, Sheung Wan, Hong Kong",www.sitc.com,linkedin.com/company/sitc-international-holdings-co-ltd,$21B,$210M,20K+,1.00%,90.82,5500.0,Investor Relations Department,info@sitc.com,85228105000
140,1997.HK,Wharf REIC,Real Estate,75.0,"16/F, Ocean Centre, Harbour City, Tsimshatsui, Kowloon, Hong Kong",www.wharfric.com,linkedin.com/company/wharf-reic,$12.87B,$260M,8.6K,1.50%,84.41,2300.0,Corporate Communications Department,ir@wharfric.com,85221188000
141,0291.HK,China Resources Beer,Beverages (Beer),90.0,"23rd Floor, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",www.crbeer.com.hk,linkedin.com/company/china-resources-beer-holdings-company-limited,$39B,$2.5B,6.5M,1.90%,83.24,60000.0,Investor Relations Department,crbeer_ir@crbeer.com.hk,85228772026
142,0241.HK,Alibaba Health Information Technology,Healthcare Technology,75.0,"26/F, Tower A, Wantong Center, No. A6, Chaowai Street, Chaoyang District, Beijing, China",www.alihealth.cn,linkedin.com/company/alibaba-health,$29.16B,$2.5B,500K,0.50%,79.98,4000.0,Investor Relations Department,ir@alihealth.cn,+852 3991 3300
143,0966.HK,China Taiping Insurance,Insurance,80.0,"26/F, Taiping Tower, 60-62 Queen's Road East, Wanchai, Hong Kong",www.cntaiping.com,linkedin.com/company/china-taiping-insurance-group-co.-ltd.,$294.5B,$4.4B,1.5M,2.00%,78.57,50000.0,Investor Relations Department,ir@cntaiping.com,85228315888
144,0004.HK,Wharf Holdings,"Property Development & Investment, Logistics, Hotels, Retail",75.0,"16/F, Ocean Centre, Harbour City, Tsimshatsui, Kowloon, Hong Kong",www.wharfholdings.com,linkedin.com/company/wharf-holdings,$25.7B,$500M,7K,1.00%,78.42,6000.0,Investor Relations Department,ir@wharfholdings.com,85221188121
145,6178.HK,Everbright Securities Company,Finance,78.0,"24/F, Everbright Centre, 108 Gloucester Road, Wanchai, Hong Kong",www.ebshk.com,linkedin.com/company/everbright-securities-international,$11.5B,$200M,2.5K,1.50%,75.95,10000.0,Corporate Communications Department,ir@ebshk.com,85239298888
146,0135.HK,Kunlun Energy Company,Energy,45.0,"Level 11, Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",www.kunlunenergy.com,linkedin.com/company/kunlun-energy-company-limited,$176B,$260M,10K,0.50%,74.29,15000.0,Investor Relations Department,investor@kunlunenergy.com,85228263838
147,3898.HK,Zhuzhou CRRC Times Electric,Industrial Manufacturing,50.0,"No. 1101, Tianchi Road, Shifeng District, Zhuzhou City, Hunan Province, PRC",www.crrctec.com,linkedin.com/company/crrc-times-electric-co.-ltd.,$40.0B,$200M,60K,0.80%,72.74,18000.0,Investor Relations Department,ir@crrctec.com,+86-731-28498111
148,0144.HK,China Merchants Port,Ports & Terminals,65.0,"Suite 3105, 31st Floor, Infinitus Plaza, 199 Des Voeux Road Central, Hong Kong",www.cmport.com.hk,linkedin.com/company/china-merchants-port-holdings-company-limited,$13.55B,$7M,23K,0.80%,71.32,22810.0,Investor Relations Department,investorrelations@cmport.com.hk,85221102168
149,2638.HK,HK Electric Investments,Utilities - Electric Power Distribution,55.0,"44 Kennedy Road, Hong Kong",www.hkelectric.com,linkedin.com/company/hong-kong-electric-co-ltd,$11.8B,$80M,80K,0.50%,61.85,2800.0,Corporate Communications Department,public_affairs@hkelectric.com,85228433111
150,0151.HK,Want Want China,Food & Beverage,80.0,"Suite 5301, 53/F, The Center, 99 Queen's Road Central, Hong Kong",www.want-want.com,linkedin.com/company/want-want-group,$26.4B,$1.8B,18M,1.50%,55.59,55000.0,Corporate Communications Department,investor@want-want.com,85228777171
151,3998.HK,Bosideng,Apparel,80.0,"No.10, Gaoyou Road, Changshu Economic and Technological Development Zone, Jiangsu Province, PRC",www.bosideng.com,linkedin.com/company/bosideng-international-holdings-limited,$18.5B,$1.2B,2.5M,1.50%,54.86,6290.0,Investor Relations Department,ir@bosideng.com,85228105111
152,3311.HK,China State Construction International,Construction & Infrastructure,60.0,"Units 601-606, 6/F, Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",www.csci.com.hk,linkedin.com/company/china-state-construction-international-holdings-ltd,$128B,$350M,12K,0.80%,49.65,35000.0,Investor Relations Department,ir@csci.com.hk,85228798888
153,0101.HK,Hang Lung Properties,Real Estate,75.0,"28/F, Standard Chartered Bank Building, 4-4A Des Voeux Road Central, Hong Kong",www.hanglung.com,linkedin.com/company/hang-lung-properties-limited,$10.05B,$250M,0.15M,1.50%,48.14,4500.0,Corporate Communications Department,corpcom@hanglung.com,85228680111
154,0868.HK,Xinyi Glass Holdings,Glass Manufacturing,65.0,"Unit 901, 9/F, Mira Place Tower A, 111-118 Nathan Road, Tsim Sha Tsui, Kowloon, Hong Kong",www.xinyiglass.com,linkedin.com/company/xinyi-glass-holdings-limited,$29.9B,$150M,13K+,0.50%,47.38,20000.0,Investor Relations Department,ir@xinyiglass.com,85229043388
155,0522.HK,ASMPT (ASM Pacific Technology),Technology / Semiconductor Equipment,45.0,"4/F, Block C, Hong Kong Science Park, Sha Tin, New Territories, Hong Kong",www.asmpt.com,linkedin.com/company/asmpt,$14.45B,$50M,232K,1.00%,46.96,17000.0,Investor Relations Department,ir@asmpt.com,85226112000
156,1193.HK,China Resources Gas Group,Utilities,70.0,"26/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",www.crgas.com.hk,linkedin.com/company/china-resources-gas,$68B,$100M,20K,0.50%,46.83,55000.0,Corporate Communications Department,pr@crgas.com.hk,85228798888
157,D01.SI,DFI Retail Group,Retail,85.0,"5/F, Devon House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",www.dfiretailgroup.com,linkedin.com/company/dfiretailgroup,$206B,$4.0B,2.0M,2.50%,46.47,200000.0,Group Corporate Communications,media@dfiretailgroup.com,85222991888
158,0392.HK,Beijing Enterprises Holdings,Utilities & Infrastructure,50.0,"21/F, One International Finance Centre, 1 Harbour View Street, Central, Hong Kong",www.behl.com.hk,linkedin.com/company/beijing-enterprises-holdings-limited,$99.89B,$400M,0.0025M,0.20%,44.66,70000.0,Investor Relations Department,ir@behl.com.hk,85228675200
159,0148.HK,Kingboard Holdings,Manufacturing,55.0,"23/F., Kingboard Industrial Building, 18-20 Castle Peak Road, Kwai Chung, New Territories, Hong Kong",www.kingboard.com,linkedin.com/company/kingboard-holdings-limited,$67B,$70M,10K,0.50%,41.34,35000.0,Investor Relations Department,ir@kingboard.com,85224201238
160,2380.HK,China Power International Development,Utilities - Power Generation,35.0,"Units 3601-3608, 36/F, Shun Tak Centre, West Tower, 168-200 Connaught Road Central, Hong Kong",www.chinapower.hk,linkedin.com/company/china-power-international-development-limited,$138.8B,$75M,14K,1.20%,41.32,27000.0,Investor Relations Department,ir@chinapower.hk,85228626000
161,0659.HK,CTF Services Limited,Luxury Retail (Jewellery),85.0,"Chow Tai Fook Centre, 88 Queen's Road Central, Hong Kong",www.chowtaifook.com,linkedin.com/company/chow-tai-fook-jewellery-group-limited,$71.86B,$2.5B,1.8M,2.00%,39.34,28000.0,Corporate Communications Department,media.relations@chowtaifook.com,85225268649
162,0023.HK,Bank of East Asia,Finance,80.0,"The Bank of East Asia Building, 10 Des Voeux Road Central, Hong Kong",www.hkbea.com,linkedin.com/company/the-bank-of-east-asia-limited,$19.3B,$250M,65K,0.80%,37.01,8500.0,Corporate Communications Department,media_relations@hkbea.com,85228423200
163,1882.HK,Haitian International Holdings,Industrial Machinery Manufacturing,40.0,"Room 2002, 20/F, Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong",www.haitianinter.com,linkedin.com/company/haitian-international-holdings-ltd,$14.45B,$150M,14K,0.50%,36.93,8110.0,Investor Relations Department,ir@haitian.com,8657486178888
164,1164.HK,CGN Mining Company,Mining / Materials,30.0,"Units 1303-1304, 13/F, Two Harbourfront, 22 Tak Fung Street, Hung Hom, Kowloon, Hong Kong",www.cgnmining.com,linkedin.com/company/cgn-mining-company-limited,$4.2B,$5M,7K,0.50%,35.04,58.0,Investor Relations Department,ir@cgnmining.com,85228663133
165,0683.HK,Kerry Properties,Real Estate,75.0,"25/F, Kerry Centre, 683 King's Road, Quarry Bay, Hong Kong",www.kerryprops.com,linkedin.com/company/kerry-properties,$26.6B,$600M,0.02M,1.50%,34.92,4500.0,Corporate Communications Department,info@kerryprops.com,85229672888
166,3800.HK,GCL Technology,Renewable Energy,55.0,"Suites 3001-3004, 30th Floor, Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",www.gcltech.com,linkedin.com/company/gcl-technology,$35.8B,$180M,29K,0.80%,34.66,23000.0,Investor Relations Department,ir@gcltech.com,85228616888
167,M04.SI,Mandarin Oriental,Hospitality / Luxury Hotels & Resorts,80.0,"28th Floor, Jardine House, 1 Connaught Place, Central, Hong Kong",www.mandarinoriental.com,linkedin.com/company/mandarin-oriental-hotel-group,HK$10.8B,HK$1.0B,1.6M,2.00%,33.01,12000.0,Group Communications Department,corporatecommunications@mohg.com,85225220111
168,SIMO,Silicon Motion,Technology (Semiconductor),45.0,"18F, No. 16, Taiyuan St., Zhubei City, Hsinchu County 302061, Taiwan (R.O.C.)",www.siliconmotion.com,linkedin.com/company/silicon-motion,$5.2B,$260M,20K,1.50%,32.5,1514.0,Jason Tsai (Director of Investor Relations and Strategy),jtsai@siliconmotion.com,+14085179709
169,0257.HK,China Everbright Environment Group,Environmental Services,65.0,"10/F, Everbright Centre, 108 Gloucester Road, Wanchai, Hong Kong",www.ebeach.com,linkedin.com/company/china-everbright-environment-group-ltd,$40B,$400M,22K,1.00%,31.08,18000.0,Investor Relations Department,ir@ebeach.com,85228287333
170,1908.HK,C&amp;D International Investment Group,Real Estate,70.0,"Unit 1901, 19/F, One International Finance Centre, 1 Harbour View Street, Central, Hong Kong",www.cndihk.com,linkedin.com/company/c&d-international-investment-group,$146B,$1.0B,700K,1.50%,29.99,7500.0,Investor Relations Department,ir@cndihk.com,85228992888
171,3320.HK,China Resources Pharmaceutical Group,Pharmaceutical,70.0,"39/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",www.crpharm.com,linkedin.com/company/china-resources-pharmaceutical-group,$290B,$5B,10K,1.00%,27.52,75000.0,Investor Relations Department,ir@crpharm.com,85228777277
172,0142.HK,First Pacific Company,Conglomerate,65.0,"24th Floor, Two Exchange Square, 8 Connaught Place, Central, Hong Kong",www.firstpacific.com,linkedin.com/company/first-pacific-company-ltd,$80B,$50M,27K,1.50%,25.7,300000.0,Group Corporate Communications,info@firstpacific.com,85228424388
173,0053.HK,Guoco,Diversified Investment Holdings,75.0,"22/F, Guoco Tower, 18 Queen's Road Central, Hong Kong",www.guoco.com,linkedin.com/company/guoco-group,$26.7B,$300M,0.01M,0.50%,24.02,10000.0,Company Secretary / Investor Relations,info@guoco.com,85222838888
174,0017.HK,New World Development Company,"Real Estate, Property Development, Infrastructure, Retail, Hospitality",83.0,"New World Tower, 18 Queen's Road Central, Hong Kong",www.nwd.com.hk,linkedin.com/company/new-world-development-company-limited,$66.02B,$800M,170K,1.50%,23.91,30000.0,Group Corporate Communications Department,contact@nwd.com.hk,85225231056
175,0010.HK,Hang Lung Group,Real Estate,80.0,"28/F, Standard Chartered Bank Building, 4-4A Des Voeux Road Central, Hong Kong",www.hanglung.com,linkedin.com/company/hang-lung-properties,$10.3B,$250M,50K,1.50%,22.24,6000.0,Corporate Communications Department,corpcom@hanglung.com,+85228680111
176,0014.HK,Hysan Development,Real Estate,75.0,"500 Hennessy Road, Causeway Bay, Hong Kong",www.hysan.com.hk,linkedin.com/company/hysan-development,$3.74B,$50M,20k,1.50%,21.16,750.0,Group Corporate Communications,ir@hysan.com.hk,85228955777
177,HCM,HUTCHMED,,,,,,,,,,19.27,,,,
178,6110.HK,Topsports International,,,,,,,,,,18.98,,,,
179,MLCO,Melco Resorts &amp; Entertainment,,,,,,,,,,17.84,,,,
180,0123.HK,Yuexiu Property,,,,,,,,,,17.63,,,,
181,2356.HK,Dah Sing Banking Group,,,,,,,,,,17.07,,,,
182,0069.HK,Shangri-La,,,,,,,,,,17.05,,,,
183,0880.HK,SJM Holdings,,,,,,,,,,16.62,,,,
184,2778.HK,Champion REIT,,,,,,,,,,16.14,,,,
185,0303.HK,Vtech,,,,,,,,,,15.92,,,,
186,2343.HK,Pacific Basin Shipping,,,,,,,,,,15.8,,,,
187,0363.HK,Shanghai Industrial Holdings Limited,,,,,,,,,,15.76,,,,
188,1686.HK,SUNeVision,,,,,,,,,,14.92,,,,
189,0165.HK,China Everbright Limited,,,,,,,,,,13.55,,,,
190,0041.HK,Great Eagle,,,,,,,,,,13.27,,,,
191,0440.HK,Dah Sing Financial,,,,,,,,,,12.82,,,,
192,0636.HK,Kerry Logistics Network,,,,,,,,,,12.25,,,,
193,1313.HK,China Resources Building Materials Technology,,,,,,,,,,12.08,,,,
194,0373.HK,Allied Group Limited,,,,,,,,,,11.63,,,,
195,0045.HK,Hongkong and Shanghai Hotels,,,,,,,,,,11.37,,,,
196,0778.HK,Fortune REIT,,,,,,,,,,10.76,,,,
197,0200.HK,Melco International Development,,,,,,,,,,9.05,,,,
198,0116.HK,Chow Sang Sang Holdings,,,,,,,,,,8.74,,,,
199,0086.HK,Sun Hung Kai &amp; Co.,,,,,,,,,,8.15,,,,
200,0071.HK,Miramar Hotel and Investment,,,,,,,,,,7.64,,,,
201,0345.HK,Vitasoy,,,,,,,,,,7.13,,,,
202,0028.HK,Tian An China Investments Company,,,,,,,,,,6.74,,,,
203,0062.HK,Transport International Holdings,,,,,,,,,,6.07,,,,
204,0315.HK,SmarTone Telecommunications,,,,,,,,,,5.78,,,,
205,0215.HK,Hutchison Telecommunications Hong Kong Holdings,,,,,,,,,,5.69,,,,
206,SWIN,Solowin Holdings,,,,,,,,,,4.8,,,,
207,0435.HK,Sunlight REIT,,,,,,,,,,4.67,,,,
208,0662.HK,Asia Financial Holdings,,,,,,,,,,4.32,,,,
209,0289.HK,Wing On Company International,,,,,,,,,,4.01,,,,
210,MCTA,Charming Medical,,,,,,,,,,3.94,,,,
211,HKD,AMTD Digital,,,,,,,,,,3.74,,,,
212,0752.HK,Pico Far East Holdings,,,,,,,,,,3.52,,,,
213,0051.HK,Harbour Centre Development,,,,,,,,,,3.47,,,,
214,0710.HK,BOE Varitronix,,,,,,,,,,3.41,,,,
215,0369.HK,Wing Tai Properties,,,,,,,,,,3.39,,,,
216,0032.HK,The Cross-Harbour Holdings,,,,,,,,,,3.15,,,,
217,TROO,Troops,,,,,,,,,,2.82,,,,
218,0026.HK,China Motor Bus Company,,,,,,,,,,2.68,,,,
219,0035.HK,Far East Consortium International,,,,,,,,,,2.66,,,,
220,0341.HK,Caf�� de C,,,,,,,,,,2.66,,,,
221,0887.HK,Emperor Watch &amp; Jewellery,,,,,,,,,,2.47,,,,
222,0127.HK,Chinese Estates Holdings,,,,,,,,,,2.42,,,,
223,0709.HK,Giordano,,,,,,,,,,2.41,,,,
224,0547.HK,Digital Domain,,,,,,,,,,2.39,,,,
225,0808.HK,Prosperity Real Estate Investment Trust,,,,,,,,,,2.34,,,,
226,PRE,Prenetics,,,,,,,,,,2.02,,,,
227,2368.HK,Eagle Nice,,,,,,,,,,1.95,,,,
228,0050.HK,Hong Kong Ferry,,,,,,,,,,1.85,,,,
229,0480.HK,HKR International,,,,,,,,,,1.75,,,,
230,0813.HK,Shimao Property,,,,,,,,,,1.63,,,,
231,0321.HK,Texwinca Holdings,,,,,,,,,,1.63,,,,
232,0158.HK,Melbourne Enterprises,,,,,,,,,,1.56,,,,
233,1977.HK,Analogue Holdings (ATAL),,,,,,,,,,1.47,,,,
234,0511.HK,Television Broadcasts (TVB),,,,,,,,,,1.31,,,,
235,0163.HK,Emperor International,,,,,,,,,,1.14,,,,
236,NCI,Neo-Concept International Group,,,,,,,,,,1.13,,,,
237,1137.HK,Hong Kong Technology Venture Company (HKTV),,,,,,,,,,1.11,,,,
238,CORBF,Global Cord Blood,,,,,,,,,,1.1,,,,
239,DGNX,Diginex,,,,,,,,,,1.02,,,,
240,0488.HK,Lai Sun Development Company,,,,,,,,,,0.96,,,,
241,PWM,Prestige Wealth,,,,,,,,,,0.72,,,,
242,DDC,DDC Enterprise,,,,,,,,,,0.68,,,,
